VTA,23,Stevens Creek and Wolfe,9:48A,-122.014295,37.322895
VTA,23,Stevens Creek and Wolfe,9:51A,-122.014295,37.322895
VTA,23,Stevens Creek and Wolfe,10:03A,-122.014295,37.322895
VTA,23,Stevens Creek and Wolfe,10:15A,-122.014295,37.322895
VTA,23,Stevens Creek and Wolfe,10:25A,-122.014295,37.322895
VTA,23,Stevens Creek and Wolfe,10:37A,-122.014295,37.322895
VTA,23,Stevens Creek and Wolfe,10:49A,-122.014295,37.322895
VTA,23,Stevens Creek and Wolfe,11:01A,-122.014295,37.322895
VTA,23,Stevens Creek and Wolfe,11:13A,-122.014295,37.322895
VTA,23,Stevens Creek and Wolfe,11:24A,-122.014295,37.322895
VTA,23,Stevens Creek and Wolfe,11:36A,-122.014295,37.322895
VTA,23,Stevens Creek and Wolfe,11:48A,-122.014295,37.322895
VTA,23,Stevens Creek and Wolfe,11:58A,-122.014295,37.322895
VTA,23,Stevens Creek and Wolfe,12:10P,-122.014295,37.322895
VTA,23,Stevens Creek and Wolfe,12:21P,-122.014295,37.322895
VTA,23,Stevens Creek and Wolfe,12:32P,-122.014295,37.322895
VTA,23,Stevens Creek and Wolfe,12:44P,-122.014295,37.322895
VTA,23,Stevens Creek and Wolfe,12:57P,-122.014295,37.322895
VTA,23,Stevens Creek and Wolfe,1:08P,-122.014295,37.322895
VTA,23,Stevens Creek and Wolfe,1:20P,-122.014295,37.322895
VTA,23,Santa Clara and 1st,10:42A,-121.890626,37.336155
VTA,23,Santa Clara and 1st,10:54A,-121.890626,37.336155
VTA,23,Santa Clara and 1st,11:06A,-121.890626,37.336155
VTA,23,Santa Clara and 1st,11:18A,-121.890626,37.336155
VTA,23,Santa Clara and 1st,11:30A,-121.890626,37.336155
VTA,23,Santa Clara and 1st,11:42A,-121.890626,37.336155
VTA,23,Santa Clara and 1st,11:54A,-121.890626,37.336155
VTA,23,Santa Clara and 1st,12:06P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,12:18P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,12:30P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,12:42P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,12:54P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,1:06P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,1:18P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,1:30P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,1:42P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,1:54P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,2:06P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,2:18P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,6:43P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,6:54P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,7:06P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,7:18P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,7:30P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,7:43P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,7:56P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,8:09P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,8:24P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,8:43P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,9:02P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,9:22P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,9:42P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,10:02P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,10:24P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,10:54P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,11:56P,-121.890626,37.336155
VTA,23,Santa Clara and 1st,12:41A,-121.890626,37.336155
VTA,23,Alum Rock Transit Center,6:53A,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,7:12A,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,7:29A,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,7:41A,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,7:53A,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,8:05A,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,8:17A,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,8:29A,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,8:41A,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,8:53A,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,9:07A,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,9:20A,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,9:32A,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,9:44A,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,9:56A,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,10:08A,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,10:21A,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,10:32A,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,10:44A,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,7:10P,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,7:21P,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,7:31P,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,7:43P,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,7:54P,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,8:07P,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,8:20P,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,8:33P,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,8:48P,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,9:06P,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,9:25P,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,9:45P,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,10:05P,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,10:22P,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,10:49P,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,11:19P,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,12:20A,-121.850568,37.355863
VTA,23,Alum Rock Transit Center,1:05A,-121.850568,37.355863
VTA,25,Saich and Stevens Creek,9:02A,-122.037282,37.322984
VTA,25,Williams and Winchester,9:31A,-121.96839,37.308347
VTA,25,Tamien Light Rail Station,10:02A,-121.918866,37.354611
VTA,25,Story and King,10:23A,-121.843121,37.33981
VTA,25,Alum Rock Transit Center,10:42A,-121.850568,37.355863
VTA,35,Mountain View Station,6:28A,-122.076644,37.393771
VTA,35,Palo Alto Transit Center,7:02A,-122.165174,37.443425
VTA,35,Stanford Shopping Center,7:46A,-122.171446,37.443032
VTA,37,West Valley College,1:17P,-122.010895,37.264068
VTA,37,Camden and Union,1:40P,-121.931838,37.262254
VTA,37,Capitol Light Rail Station,2:00P,-121.860802,37.274348
